# English collocation frequencies derived from the Open American
# National Corpus (OANC), public domain. Built by
# scripts/build_en_collocations.py — see data/collocations/README.md.
# docs=8805 words=18303304 pairs=73744 min_frequency=5
head	collocate	frequency	relation
interim	rule	93	adjective_noun
kinsley	michael	93	noun_noun
left	wing	93	adjective_noun
little	town	93	adjective_noun
logistic	regression	93	adjective_noun
make	money	93	verb_object
meet	press	93	verb_object
message	send	93	verb_object
old	son	93	adjective_noun
pathway	signal	93	verb_object
perform	test	93	verb_object
plant	power	93	noun_noun
previous	work	93	adjective_noun
sun	times	93	noun_noun
agency	government	92	noun_noun
bauer	gary	92	noun_noun
box	office	92	noun_noun
breast	tumor	92	noun_noun
calendar	year	92	noun_noun
college	student	92	noun_noun
communist	party	92	noun_noun
david	edelstein	92	noun_noun
difference	show	92	verb_object
example	include	92	verb_subject
failure	heart	92	noun_noun
financial	reporting	92	adjective_noun
gene	include	92	verb_object
gene	order	92	noun_noun
group	interest	92	noun_noun
information	obtain	92	verb_object
juan	san	92	noun_noun
like	protein	92	adjective_noun
site	start	92	noun_noun
aid	society	91	noun_noun
analysis	final	91	adjective_noun
boston	globe	91	noun_noun
contain	region	91	verb_object
cream	ice	91	noun_noun
effect	health	91	noun_noun
explorer	internet	91	noun_noun
heat	shock	91	noun_noun
house	republicans	91	noun_noun
increase	risk	91	verb_object
lot	parking	91	noun_noun
meet	standard	91	verb_object
offer	view	91	verb_object
silicon	valley	91	noun_noun
adenoviral	vector	90	adjective_noun
assessment	risk	90	noun_noun
bank	west	90	noun_noun
blotting	western	90	adjective_noun
chief	officer	90	adjective_noun
classical	music	90	adjective_noun
daughter	old	90	adjective_noun
drug	test	90	noun_noun
error	standard	90	adjective_noun
fetal	serum	90	adjective_noun
group	large	90	adjective_noun
guidance	provide	90	verb_object
life	live	90	verb_object
party	reform	90	noun_noun
polymerase	rna	90	noun_noun
state	york	90	noun_noun
actually	think	89	adverb_verb
cancer	patient	89	noun_noun
cdna	clone	89	noun_noun
china	south	89	noun_noun
clinical	practice	89	adjective_noun
communication	electronic	89	adjective_noun
day	old	89	adjective_noun
domain	kinase	89	noun_noun
domain	protein	89	noun_noun
high	score	89	adjective_noun
lead	story	89	noun_noun
news	watch	89	verb_object
piece	say	89	verb_subject
policy	public	89	adjective_noun
provide	study	89	verb_subject
rate	tax	89	noun_noun
rna	sample	89	noun_noun
strongly	suggest	89	adverb_verb
affected	unit	88	adjective_noun
analysis	microarray	88	noun_noun
audit	objective	88	noun_noun
available	information	88	adjective_noun
california	southern	88	noun_noun
city	large	88	adjective_noun
cover	package	88	noun_noun
decision	making	88	noun_noun
editorial	say	88	verb_subject
election	presidential	88	adjective_noun
expression	show	88	verb_object
field	office	88	noun_noun
finance	organization	88	noun_noun
interest	special	88	adjective_noun
kind	like	88	verb_object
leader	senate	88	noun_noun
party	political	88	adjective_noun
publish	slate	88	verb_subject
section	tissue	88	noun_noun
septic	shock	88	adjective_noun
size	small	88	adjective_noun
answer	mail	87	verb_object
beverly	hills	87	noun_noun
care	unit	87	noun_noun
catholic	church	87	noun_noun
close	come	87	adverb_verb
cost	unit	87	noun_noun
design	experimental	87	adjective_noun
develop	system	87	verb_object
different	level	87	adjective_noun
find	people	87	verb_subject
fishing	village	87	noun_noun
free	medium	87	adjective_noun
fund	monetary	87	noun_noun
high	percentage	87	adjective_noun
hybridization	signal	87	noun_noun
inside	run	87	adverb_verb
live	people	87	verb_subject
magazine	post	87	verb_subject
natural	selection	87	adjective_noun
paper	read	87	verb_object
reference	toxicant	87	noun_noun
region	terminal	87	adjective_noun
acid	residue	86	noun_noun
action	take	86	verb_object
activation	erk	86	noun_noun
agent	fbi	86	noun_noun
alcohol	intake	86	noun_noun
analysis	cluster	86	noun_noun
area	dallas	86	noun_noun
cost	reduce	86	verb_object
damage	dna	86	noun_noun
dependent	manner	86	adjective_noun
equal	justice	86	adjective_noun
hall	town	86	noun_noun
history	long	86	adjective_noun
hum	work	86	verb_object
long	take	86	adverb_verb
matter	subject	86	adjective_noun
model	mouse	86	noun_noun
night	saturday	86	noun_noun
opinion	public	86	adjective_noun
pay	people	86	verb_subject
promoter	region	86	noun_noun
abuse	substance	85	noun_noun
analysis	provide	85	verb_subject
aside	set	85	adverb_verb
blood	sample	85	noun_noun
central	system	85	adjective_noun
chicago	times	85	noun_noun
contain	number	85	verb_object
contain	protein	85	verb_subject
cost	dollar	85	verb_object
dalai	lama	85	noun_noun
deficit	trade	85	noun_noun
exactly	right	85	adverb_verb
federal	reserve	85	noun_noun
heat	input	85	noun_noun
john	kennedy	85	noun_noun
kuala	lumpur	85	noun_noun
localization	nuclear	85	adjective_noun
lot	read	85	verb_object
old	woman	85	adjective_noun
past	week	85	adjective_noun
response	specific	85	adjective_noun
activity	transcriptional	84	adjective_noun
big	fan	84	adjective_noun
build	house	84	verb_object
cell	hair	84	noun_noun
center	command	84	noun_noun
chronic	disease	84	adjective_noun
computer	system	84	noun_noun
county	marin	84	noun_noun
district	lake	84	noun_noun
draft	exposure	84	noun_noun
find	time	84	verb_object
force	work	84	noun_noun
grantee	lsc	84	noun_noun
half	second	84	adjective_noun
high	proportion	84	adjective_noun
institute	national	84	noun_noun
lead	time	84	noun_noun
life	save	84	verb_object
money	pay	84	verb_object
muscle	smooth	84	adjective_noun
process	review	84	noun_noun
program	trading	84	noun_noun
raise	rate	84	verb_object
agency	intelligence	83	noun_noun
catalytic	domain	83	adjective_noun
cell	mononuclear	83	noun_noun
change	mind	83	verb_object
check	write	83	verb_object
committee	ranking	83	noun_noun
corporation	services	83	noun_noun
court	federal	83	adjective_noun
determine	effect	83	verb_object
different	time	83	adjective_noun
dna	plasmid	83	adjective_noun
email	nsc	83	noun_noun
health	service	83	noun_noun
hour	take	83	verb_object
instruments	texas	83	noun_noun
jerusalem	post	83	noun_noun
lead	report	83	verb_subject
major	problem	83	adjective_noun
mutation	point	83	noun_noun
news	story	83	noun_noun
produce	result	83	verb_object
reveal	study	83	verb_subject
role	suggest	83	verb_object
sunday	times	83	noun_noun
alfa	drotrecogin	82	noun_noun
american	culture	82	adjective_noun
analysis	economic	82	noun_noun
box	hmg	82	noun_noun
carcinoma	cell	82	noun_noun
cell	mammalian	82	adjective_noun
cell	membrane	82	noun_noun
cell	migration	82	noun_noun
cell	wall	82	noun_noun
child	small	82	adjective_noun
comptroller	general	82	noun_noun
dick	morris	82	noun_noun
early	year	82	adjective_noun
ischemic	stroke	82	adjective_noun
job	lose	82	verb_object
mail	order	82	noun_noun
minimum	wage	82	adjective_noun
model	structure	82	noun_noun
present	result	82	adjective_noun
airlines	american	81	noun_noun
area	urban	81	adjective_noun
attack	heart	81	noun_noun
blood	stream	81	noun_noun
breast	tissue	81	noun_noun
broad	range	81	adjective_noun
carbon	dioxide	81	noun_noun
cell	density	81	noun_noun
century	late	81	adjective_noun
cover	editorial	81	noun_noun
dole	elizabeth	81	noun_noun
effect	special	81	adjective_noun
gene	individual	81	adjective_noun
human	tissue	81	adjective_noun
hybridization	situ	81	adjective_noun
increase	tax	81	noun_noun
kind	know	81	verb_object
life	private	81	adjective_noun
manufacturing	process	81	noun_noun
member	staff	81	noun_noun
oxidative	stress	81	adjective_noun
peace	talk	81	noun_noun
post	yorker	81	verb_subject
posterior	probability	81	adjective_noun
public	relation	81	adjective_noun
reverse	transcription	81	adjective_noun
tell	times	81	verb_object
advertising	mail	80	noun_noun
agency	regulatory	80	adjective_noun
analysis	comparative	80	adjective_noun
apoptotic	cell	80	adjective_noun
auditing	standards	80	noun_noun
available	commercially	80	adverb_verb
birth	weight	80	noun_noun
cardiovascular	disease	80	adjective_noun
case	jones	80	noun_noun
city	major	80	adjective_noun
complete	sequence	80	adjective_noun
confirm	result	80	verb_subject
expression	mrna	80	noun_noun
fast	grow	80	adverb_verb
foreign	minister	80	noun_noun
high	speed	80	adjective_noun
information	sharing	80	noun_noun
make	point	80	verb_object
offer	opportunity	80	verb_object
piece	run	80	verb_object
access	internet	79	noun_noun
american	express	79	noun_noun
bone	marrow	79	noun_noun
bovine	serum	79	noun_noun
brief	intervention	79	adjective_noun
care	provider	79	noun_noun
center	shopping	79	noun_noun
century	twentieth	79	adjective_noun
city	wall	79	noun_noun
diabetic	ketoacidosis	79	adjective_noun
domain	motor	79	noun_noun
explain	paper	79	verb_subject
family	value	79	noun_noun
federal	judge	79	adjective_noun
fiber	muscle	79	noun_noun
free	speech	79	adjective_noun
high	number	79	adjective_noun
high	throughput	79	adjective_noun
increase	show	79	verb_object
institutional	review	79	noun_noun
issue	special	79	adjective_noun
jordan	michael	79	noun_noun
method	statistical	79	adjective_noun
new	study	79	adjective_noun
nyt	story	79	noun_noun
period	short	79	adjective_noun
possibility	raise	79	verb_object
post	republic	79	verb_subject
scale	small	79	adjective_noun
average	number	78	adjective_noun
beach	long	78	noun_noun
care	system	78	noun_noun
cell	germ	78	noun_noun
cell	show	78	verb_subject
child	old	78	adjective_noun
common	sense	78	adjective_noun
datum	present	78	adjective_noun
datum	use	78	verb_object
dowd	maureen	78	noun_noun
emission	reduce	78	verb_object
estimate	point	78	noun_noun
executive	performance	78	adjective_noun
giuliani	rudolph	78	noun_noun
gogh	van	78	noun_noun
group	include	78	verb_subject
high	point	78	adjective_noun
hum	think	78	verb_object
include	information	78	verb_object
museum	small	78	adjective_noun
patient	receive	78	verb_subject
power	statistical	78	adjective_noun
reader	slate	78	noun_noun
activity	specific	77	adjective_noun
air	bag	77	noun_noun
associate	significantly	77	adverb_verb
attendant	flight	77	noun_noun
autoimmune	disease	77	adjective_noun
break	tax	77	noun_noun
cell	target	77	noun_noun
center	city	77	noun_noun
collect	datum	77	verb_object
day	early	77	adjective_noun
disease	infectious	77	adjective_noun
general	motors	77	noun_noun
impact	significant	77	adjective_noun
improvement	quality	77	noun_noun
mortality	premature	77	adjective_noun
receive	treatment	77	verb_object
receive	water	77	verb_object
report	story	77	verb_subject
square	tiananmen	77	noun_noun
village	voice	77	noun_noun
abuse	child	76	noun_noun
accept	generally	76	adverb_verb
access	provide	76	verb_object
available	readily	76	adverb_verb
big	story	76	adjective_noun
cable	car	76	noun_noun
capitol	hill	76	noun_noun
cell	receptor	76	noun_noun
child	raise	76	verb_object
crime	rate	76	noun_noun
daniel	radosh	76	noun_noun
data	set	76	noun_noun
database	search	76	verb_object
ebert	roger	76	noun_noun
family	history	76	noun_noun
family	large	76	adjective_noun
gene	prediction	76	noun_noun
girl	young	76	adjective_noun
give	money	76	verb_object
golf	play	76	verb_object
group	security	76	noun_noun
information	sequence	76	noun_noun
management	security	76	noun_noun
need	people	76	verb_subject
opera	soap	76	noun_noun
package	software	76	noun_noun
peer	review	76	noun_noun
protein	ribosomal	76	adjective_noun
provide	result	76	verb_subject
school	teacher	76	noun_noun
show	talk	76	noun_noun
state	steady	76	adjective_noun
age	new	75	noun_noun
alto	palo	75	noun_noun
art	museum	75	noun_noun
attack	terrorist	75	adjective_noun
becton	dickinson	75	noun_noun
cell	non	75	adjective_noun
change	conformational	75	adjective_noun
density	postal	75	adjective_noun
department	new	75	adjective_noun
different	people	75	adjective_noun
direct	loan	75	adjective_noun
document	kernel	75	noun_noun
friend	tell	75	verb_object
health	status	75	noun_noun
high	value	75	adjective_noun
house	museum	75	verb_object
incubate	overnight	75	adverb_verb
key	role	75	adjective_noun
large	study	75	adjective_noun
law	new	75	adjective_noun
lung	tissue	75	noun_noun
manager	program	75	noun_noun
morning	post	75	noun_noun
oral	sex	75	adjective_noun
organization	trade	75	noun_noun
people	talk	75	verb_subject
phosphorylation	site	75	noun_noun
procedure	standard	75	adjective_noun
reduction	risk	75	noun_noun
restriction	site	75	noun_noun
agent	service	74	noun_noun
analysis	expression	74	noun_noun
analytic	report	74	adjective_noun
anti	mab	74	adjective_noun
audit	documentation	74	noun_noun
audited	entity	74	adjective_noun
baby	boomer	74	noun_noun
building	old	74	adjective_noun
care	prenatal	74	adjective_noun
cell	extract	74	noun_noun
dame	notre	74	noun_noun
dear	prudie	74	noun_noun
decrease	significantly	74	adverb_verb
della	sera	74	noun_noun
diana	princess	74	noun_noun
experiment	perform	74	verb_object
explanation	possible	74	adjective_noun
factor	necrosis	74	noun_noun
genbank	number	74	noun_noun
hotel	room	74	noun_noun
ill	patient	74	adjective_noun
indiana	university	74	noun_noun
information	resource	74	noun_noun
korea	south	74	noun_noun
krugman	paul	74	noun_noun
manager	security	74	noun_noun
palace	royal	74	noun_noun
read	story	74	verb_object
tissue	tumor	74	noun_noun
act	flexibility	73	noun_noun
assistance	california	73	noun_noun
associated	press	73	noun_noun
attention	draw	73	verb_object
basis	regular	73	adjective_noun
biological	process	73	adjective_noun
body	cell	73	noun_noun
calf	serum	73	noun_noun
cancer	colorectal	73	adjective_noun
case	report	73	noun_noun
chloride	methylene	73	noun_noun
close	friend	73	adjective_noun
credit	union	73	noun_noun
current	system	73	adjective_noun
deficient	mouse	73	adjective_noun
delivery	morning	73	noun_noun
dna	synthesis	73	noun_noun
draw	line	73	verb_object
human	nature	73	adjective_noun
information	use	73	verb_object
jim	lehrer	73	noun_noun
korea	north	73	noun_noun
long	range	73	adjective_noun
main	reason	73	adjective_noun
non	sequence	73	adjective_noun
pressure	systolic	73	adjective_noun
balanced	budget	72	adjective_noun
brl	gibco	72	noun_noun
chance	give	72	verb_object
cigarette	smoke	72	verb_object
close	relative	72	adjective_noun
clustering	hierarchical	72	adjective_noun
committee	democratic	72	noun_noun
country	music	72	noun_noun
court	rule	72	verb_subject
cup	world	72	noun_noun
dna	sample	72	noun_noun
doj	general	72	noun_noun
donald	trump	72	noun_noun
economic	policy	72	adjective_noun
express	highly	72	adverb_verb
expression	increase	72	verb_object
feature	page	72	noun_noun
gain	weight	72	noun_noun
good	work	72	adjective_noun
health	organization	72	noun_noun
income	people	72	noun_noun
kinase	map	72	noun_noun
law	pass	72	verb_object
legal	representation	72	adjective_noun
mark	shields	72	noun_noun
people	use	72	verb_subject
pol	pot	72	noun_noun
positive	result	72	adjective_noun
way	work	72	verb_object
activity	luciferase	71	noun_noun
analysis	multivariate	71	noun_noun
armed	force	71	adjective_noun
attention	focus	71	verb_object
away	stay	71	adverb_verb
bad	pretty	71	adverb_verb
blair	minister	71	noun_noun
business	manager	71	noun_noun
campaign	contribution	71	noun_noun
century	nineteenth	71	adjective_noun
china	post	71	noun_noun
code	states	71	noun_noun
contrast	material	71	noun_noun
court	decision	71	noun_noun
cream	skimmer	71	noun_noun
dining	room	71	noun_noun
dna	microarray	71	noun_noun
expression	high	71	adjective_noun
federal	fund	71	adjective_noun
gene	represent	71	verb_object
general	public	71	adjective_noun
government	standards	71	noun_noun
high	profile	71	adjective_noun
high	rise	71	adjective_noun
high	standard	71	adjective_noun
jackson	jesse	71	noun_noun
kathleen	willey	71	noun_noun
letter	send	71	verb_object
low	risk	71	adjective_noun
method	study	71	noun_noun
methylation	promoter	71	noun_noun
molecular	probes	71	noun_noun
pair	primer	71	noun_noun
report	result	71	verb_object
activity	rnaseh	70	adjective_noun
american	life	70	adjective_noun
approach	different	70	adjective_noun
average	cost	70	adjective_noun
bio	rad	70	noun_noun
bombing	embassy	70	noun_noun
british	minister	70	adjective_noun
brown	tina	70	noun_noun
budget	cut	70	noun_noun
case	good	70	adjective_noun
chicago	tribune	70	noun_noun
